1948	1	NaN
1948	2	NaN
1948	3	NaN
1948	4	NaN
1948	5	NaN
1948	6	NaN
1948	7	NaN
1948	8	NaN
1948	9	NaN
1948	10	NaN
1948	11	NaN
1948	12	NaN
1949	1	NaN
1949	2	NaN
1949	3	NaN
1949	4	NaN
1949	5	NaN
1949	6	NaN
1949	7	NaN
1949	8	NaN
1949	9	NaN
1949	10	NaN
1949	11	NaN
1949	12	NaN
1950	1	24.830
1950	2	25.200
1950	3	26.030
1950	4	26.360
1950	5	26.190
1950	6	26.520
1950	7	26.420
1950	8	25.980
1950	9	25.780
1950	10	25.960
1950	11	25.640
1950	12	25.500
1951	1	25.460
1951	2	25.780
1951	3	26.720
1951	4	27.240
1951	5	27.680
1951	6	27.460
1951	7	27.720
1951	8	27.360
1951	9	27.510
1951	10	27.430
1951	11	27.480
1951	12	27.120
1952	1	26.850
1952	2	26.790
1952	3	27.320
1952	4	27.880
1952	5	27.990
1952	6	27.330
1952	7	26.720
1952	8	26.460
1952	9	26.540
1952	10	26.540
1952	11	26.360
1952	12	26.530
1953	1	26.850
1953	2	27.190
1953	3	27.680
1953	4	28.190
1953	5	28.290
1953	6	28.020
1953	7	27.520
1953	8	27.160
1953	9	27.130
1953	10	27.020
1953	11	26.960
1953	12	26.990
1954	1	27.030
1954	2	27.220
1954	3	27.210
1954	4	26.870
1954	5	27.060
1954	6	26.930
1954	7	26.370
1954	8	25.730
1954	9	25.380
1954	10	25.510
1954	11	25.670
1954	12	25.370
1955	1	25.540
1955	2	25.900
1955	3	26.370
1955	4	26.660
1955	5	26.660
1955	6	26.560
1955	7	26.310
1955	8	25.600
1955	9	25.630
1955	10	24.660
1955	11	24.290
1955	12	24.580
1956	1	25.280
1956	2	26.000
1956	3	26.620
1956	4	26.960
1956	5	27.230
1956	6	26.990
1956	7	26.370
1956	8	25.910
1956	9	25.910
1956	10	25.830
1956	11	25.640
1956	12	25.710
1957	1	26.090
1957	2	26.580
1957	3	27.650
1957	4	28.340
1957	5	28.590
1957	6	28.280
1957	7	28.110
1957	8	27.750
1957	9	27.540
1957	10	27.490
1957	11	27.790
1957	12	28.080
1958	1	28.370
1958	2	28.410
1958	3	28.340
1958	4	28.350
1958	5	28.350
1958	6	28.050
1958	7	27.480
1958	8	26.900
1958	9	26.500
1958	10	26.610
1958	11	26.890
1958	12	26.770
1959	1	27.140
1959	2	27.250
1959	3	27.550
1959	4	27.930
1959	5	27.800
1959	6	27.340
1959	7	26.560
1959	8	26.320
1959	9	26.170
1959	10	26.420
1959	11	26.320
1959	12	26.440
1960	1	26.250
1960	2	26.270
1960	3	26.970
1960	4	27.510
1960	5	27.620
1960	6	27.240
1960	7	27.070
1960	8	26.850
1960	9	26.600
1960	10	26.350
1960	11	26.340
1960	12	26.410
1961	1	26.380
1961	2	26.610
