DATE	MXSD	TSNW	TPCP	MNTM
20091201	2184	1663	2341	-28
20100101	2692	1991	3266	1
20100201	3200	1713	1824	1
20100301	3962	1027	865	5
20100401	4623	1245	1064	0
20100501	4445	805	2449	25
20100601	3556	54	1567	59
20100701	1854	0	59	134
20100801	0	0	217	124
20100901	0	0	2071	87
20101001	1118	1022	3653	64
20101101	1753	3654	2273	-14
20101201	2667	2382	2407	-33
20110101	3048	1943	6509	-15
20110201	3988	2555	2428	-46
20110301	5385	4966	4052	-35
20110401	6426	4323	4386	-31
20110501	6274	920	1092	6
20110601	5410	223	938	49
20110701	3658	0	167	87
20110801	1626	0	51	112
20110901	0	0	520	118
20111001	51	105	1496	37
20111101	1651	3906	3924	-23
20111201	1981	1121	4673	-5
20120101	3454	3114	2024	-27
20120201	4445	2692	4254	-26
20120301	5791	5028	3805	-37
20120401	5918	889	2006	6
20120501	5182	816	1556	33
20120601	3785	164	1801	44
20120701	2591	0	180	118
20120801	0	0	0	135
20120901	0	0	128	119
20121001	356	762	5157	48
20121101	991	1650	2229	0
20121201	3505	5855	4220	-45
20130101	3937	2840	2392	-9
20130201	4521	2232	815	-33
20130301	4877	2263	2299	-17
20130401	5232	1232	1931	8
20130501	4547	558	1420	43
