Year	Month	MXSD	TSNW	TPCP	MNTM
1988	9	0	38	1271	87
1988	10	0	0	2699	94
1988	11	2057	4800	6846	-33
1988	12	2667	2527	3045	-23
1989	1	4064	4226	5471	-45
1989	2	4267	1906	1845	-72
1989	3	4953	3632	4178	-27
1989	4	5486	1131	1734	36
1989	5	3658	775	1164	34
1989	6	2896	185	515	89
1989	7	914	0	563	93
1989	8	0	0	530	100
1989	9	0	0	207	110
1989	10	254	439	1856	38
1989	11	940	2133	4929	3
1989	12	660	330	2359	9
1990	1	2489	3266	5575	-28
1990	2	5105	5879	3551	-38
1990	3	4724	1677	1914	3
1990	4	4013	1702	2828	33
1990	5	3759	697	1795	33
1990	6	3023	407	1732	65
1990	7	1524	0	539	125
1990	8	0	0	1243	118
1990	9	0	0	198	110
1990	10	305	938	4524	9
1990	11	1397	2389	8221	-12
1990	12	2616	3125	4243	-72
1991	1	3556	2490	4262	-27
1991	2	3353	1054	3934	22
1991	3	4420	3749	3842	-26
1991	4	5639	3708	3741	3
1991	5	4521	687	1383	27
1991	6	3759	257	995	48
1991	7	2413	0	231	111
1991	8	0	0	697	129
1991	9	0	0	201	117
1991	10	711	1284	1340	51
1991	11	1651	2769	6799	-8
1991	12	2337	2431	4722	-11
1992	1	3480	2960	4778	-11
1992	2	3861	1575	2287	12
1992	3	3353	306	715	35
1992	4	3302	1271	2733	21
1992	5	2616	89	211	83
1992	6	787	0	475	110
1992	7	0	0	854	108
1992	8	0	0	363	131
1992	9	25	25	2028	71
1992	10	203	255	1443	48
1992	11	1702	3023	5142	-13
1992	12	2997	3849	4277	-56
1993	1	3327	2144	3144	-59
1993	2	2946	547	360	-39
1993	3	3200	1296	2906	-3
1993	4	3835	2264	3152	-11
1993	5	3734	241	1356	69
1993	6	1473	330	1511	49
1993	7	102	0	974	55
1993	8	0	0	390	100
1993	9	0	0	0	109
1993	10	0	0	1140	58
1993	11	864	1242	1675	-27
1993	12	1702	2123	3683	-16
1994	1	2565	2273	3644	-7
1994	2	4267	4321	4027	-36
1994	3	4445	2618	3090	12
1994	4	NaN	NaN	NaN	NaN
1994	5	3200	281	1041	54
1994	6	NaN	NaN	NaN	NaN
1994	7	457	0	300	129
1994	8	0	0	155	106
1994	9	0	0	1484	111
1994	10	787	1501	3557	26
1994	11	3150	5450	5805	-50
1994	12	3607	3292	6504	-36
1995	1	4267	1831	3557	-12
1995	2	4369	1524	3391	3
1995	3	4674	2606	3438	-9
1995	4	5004	1905	1860	5
1995	5	4343	267	1054	61
1995	6	2642	203	1405	NaN
1995	7	610	0	574	102
1995	8	0	0	871	85
1995	9	0	0	1241	112
1995	10	76	412	3508	16
1995	11	660	979	8351	11
1995	12	1880	2875	4573	-17
1996	1	NaN	NaN	NaN	NaN
1996	2	3454	2329	6438	-14
1996	3	3632	1551	1832	-7
1996	4	3810	2475	3520	13
1996	5	3505	585	1348	16
1996	6	3023	51	175	58
1996	7	0	0	976	134
1996	8	0	0	274	125
1996	9	0	51	1482	65
1996	10	635	1320	2465	32
1996	11	NaN	NaN	NaN	NaN
1996	12	4216	6802	7170	-47
1997	1	4470	3148	5662	-26
1997	2	5385	1739	2292	-19
1997	3	6807	4127	6161	-29
1997	4	6248	1740	2442	-3
1997	5	6096	419	726	64
1997	6	4318	0	563	57
1997	7	NaN	NaN	NaN	NaN
1997	8	203	0	477	138
1997	9	0	0	2573	99
1997	10	127	151	3403	27
1997	11	1397	2616	3266	10
1997	12	2286	2910	3828	-14
1998	1	4115	5041	4481	-33
1998	2	4623	2591	2629	-22
1998	3	4775	2030	2514	-10
1998	4	4369	621	749	16
1998	5	3505	686	1232	37
1998	6	2794	130	795	74
1998	7	1016	0	195	145
1998	8	0	0	336	132
1998	9	0	0	356	120
1998	10	178	634	2467	41
1998	11	1778	3757	6263	-17
1998	12	3429	4875	7981	-47
1999	1	5029	4461	5573	-26
1999	2	6858	4535	3694	-49
1999	3	7366	3518	3456	-30
1999	4	7188	1131	968	0
1999	5	6934	1386	1112	14
1999	6	5283	152	497	41
1999	7	3861	64	172	102
1999	8	1372	0	120	125
1999	9	0	0	94	101
1999	10	203	339	1124	42
1999	11	762	1892	5438	14
1999	12	2718	4078	6689	-1
2000	1	4166	5321	5586	-44
2000	2	4470	1807	2282	-18
2000	3	5207	2868	3261	-24
2000	4	4750	929	1730	30
2000	5	4343	851	1615	28
2000	6	2921	89	998	76
2000	7	1422	13	188	100
2000	8	0	0	105	103
2000	9	0	0	1711	73
2000	10	127	203	1472	34
2000	11	1092	559	1658	-16
2000	12	1930	1779	2723	-15
2001	1	2235	1983	2409	-20
2001	2	2743	1779	1859	-33
2001	3	2870	1854	2614	-12
2001	4	3353	2451	2616	-13
2001	5	3683	940	1692	64
2001	6	2007	547	2057	56
2001	7	457	0	414	102
2001	8	0	0	697	139
2001	9	0	0	633	105
2001	10	406	990	4375	31
2001	11	1575	2256	4497	6
2001	12	3480	5208	6506	-38
2002	1	4826	3305	5626	-38
2002	2	5131	2096	2752	-28
2002	3	6198	4497	4601	-36
2002	4	5537	1371	2089	-1
2002	5	5283	674	1151	25
2002	6	3912	51	1119	88
2002	7	1829	0	266	120
2002	8	0	0	233	109
2002	9	0	0	378	101
2002	10	25	63	611	47
2002	11	381	840	2542	38
2002	12	1880	3520	4547	-10
2003	1	1956	1422	5602	21
2003	2	2896	1968	2945	-3
2003	3	4394	3899	5454	-14
2003	4	NaN	NaN	NaN	NaN
2003	5	3861	752	1024	51
2003	6	2769	46	348	106
2003	7	508	0	48	117
2003	8	0	0	53	NaN
2003	9	25	46	562	189
2003	10	203	580	4261	60
2003	11	1829	3465	5515	-30
2003	12	2946	3707	3635	-28
2004	1	4039	2590	3097	-21
2004	2	4470	2389	2427	-18
2004	3	4877	1866	2261	11
2004	4	4318	204	312	33
2004	5	3353	230	1819	42
2004	6	2413	26	847	94
2004	7	0	0	41	135
2004	8	0	0	2918	132
2004	9	51	51	2545	73
2004	10	559	914	2962	45
2004	11	584	992	3176	3
2004	12	1295	1960	3389	-4
2005	1	1651	1169	3473	-11
2005	2	1473	978	834	4
2005	3	2261	2447	3168	6
2005	4	2413	1749	2423	9
2005	5	1626	190	880	63
2005	6	51	51	1288	50
2005	7	0	0	629	118
2005	8	0	0	236	129
2005	9	51	51	1888	72
2005	10	152	331	2321	36
2005	11	1575	3478	4493	6
2005	12	2210	2628	4801	-13
2006	1	4267	6072	7699	-27
2006	2	4623	2236	2832	-47
2006	3	5461	3016	2239	-34
2006	4	5207	1155	1257	9
2006	5	4394	177	1030	54
2006	6	3048	0	1140	81
2006	7	686	0	253	127
2006	8	0	0	132	117
2006	9	0	63	1238	95
2006	10	203	76	765	33
2006	11	2286	4864	11919	-8
2006	12	2642	2300	3345	-12
2007	1	3708	1752	2108	-29
2007	2	4547	3289	3782	-6
2007	3	4674	1623	4402	12
2007	4	3861	951	1225	8
2007	5	3658	674	1315	69
2007	6	2489	101	932	80
2007	7	737	0	13	134
2007	8	0	0	249	101
2007	9	51	8	534	87
2007	10	533	680	3389	35
2007	11	889	1055	2379	11
2007	12	3099	4007	3883	-40
2008	1	4267	5118	3932	-40
2008	2	5029	1753	1045	-2
2008	3	6401	4469	3348	-25
2008	4	6172	1990	1289	-13
2008	5	5486	13	597	59
2008	6	4496	495	599	55
2008	7	2921	0	11	108
2008	8	610	0	534	135
2008	9	0	0	295	107
2008	10	127	139	204	37
2008	11	356	1259	5781	26
2008	12	2388	6095	5371	-39
2009	1	2997	1931	1001	17
2009	2	3302	1407	1183	-4
2009	3	4724	4434	3309	-32
2009	4	5309	711	866	27
2009	5	4521	1361	2046	56
2009	6	3251	3	307	100
2009	7	838	0	107	120
2009	8	0	0	282	116
2009	9	0	8	913	118
2009	10	127	28	1590	26
2009	11	1854	3968	4075	-5
2009	12	2184	1663	2341	-28
2010	1	2692	1991	3266	1
2010	2	3200	1713	1824	1
2010	3	3962	1027	865	5
2010	4	4623	1245	1064	0
2010	5	4445	805	2449	25
2010	6	3556	54	1567	59
2010	7	1854	0	59	134
2010	8	0	0	217	124
2010	9	0	0	2071	87
2010	10	1118	1022	3653	64
2010	11	1753	3654	2273	-14
2010	12	2667	2382	2407	-33
2011	1	3048	1943	6509	-15
2011	2	3988	2555	2428	-46
2011	3	5385	4966	4052	-35
2011	4	6426	4323	4386	-31
2011	5	6274	920	1092	6
2011	6	5410	223	938	49
2011	7	3658	0	167	87
2011	8	1626	0	51	112
2011	9	0	0	520	118
2011	10	51	105	1496	37
2011	11	1651	3906	3924	-23
2011	12	1981	1121	4673	-5
2012	1	3454	3114	2024	-27
2012	2	4445	2692	4254	-26
2012	3	5791	5028	3805	-37
2012	4	5918	889	2006	6
2012	5	5182	816	1556	33
2012	6	3785	164	1801	44
2012	7	2591	0	180	118
2012	8	0	0	0	135
2012	9	0	0	128	119
2012	10	356	762	5157	48
2012	11	991	1650	2229	0
2012	12	3505	5855	4220	-45
2013	1	3937	2840	2392	-9
2013	2	4521	2232	815	-33
2013	3	4877	2263	2299	-17
2013	4	5232	1232	1931	8
2013	5	4547	558	1420	43
2013	6	NaN	NaN	NaN	NaN
2013	7	NaN	NaN	NaN	NaN
2013	8	NaN	NaN	NaN	NaN
2013	9	NaN	NaN	NaN	NaN
2013	10	NaN	NaN	NaN	NaN
2013	11	NaN	NaN	NaN	NaN
2013	12	NaN	NaN	NaN	NaN
