STATION	DATE	CLDD	DP01	DP05	DP10	DT00	DT32	DT90	DX32	HTDD	EMXP	MXSD	TPCP	TSNW	EMNT	EMXT	MMNT	MMXT	MNTM
GHCND:USC00456898	19380101	0	16	9	3	0	29	0	11	3533	513	3404	2650	1879	-94	106	-44	3	-25
GHCND:USC00456898	19380201	0	16	3	1	0	24	0	17	5780	284	4013	1599	1765	-122	161	-58	11	-23
GHCND:USC00456898	19380301	0	20	8	3	0	31	0	17	6602	310	4851	2472	3176	-133	61	-65	5	-30
GHCND:USC00456898	19380401	0	8	1	1	0	24	0	1	5026	851	4699	1394	482	-94	139	-28	59	15
GHCND:USC00456898	19380501	0	10	2	0	0	19	0	3	4074	216	4115	902	660	-72	200	4	99	52
GHCND:USC00456898	19380601	0	3	0	0	0	6	0	0	2627	109	2438	256	0	-39	206	44	139	89
GHCND:USC00456898	19380701	195	5	0	0	0	1	0	0	1475	79	-9999	272	-9999	0	306	86	198	142
GHCND:USC00456898	19380801	20	3	1	1	0	1	0	0	2215	338	-9999	501	-9999	-6	250	56	168	112
GHCND:USC00456898	19380901	120	5	0	0	0	0	0	0	1476	117	-9999	459	-9999	11	289	89	187	138
GHCND:USC00456898	19381001	0	12	9	3	0	14	0	0	3979	323	51	2210	76	-56	178	17	92	55
GHCND:USC00456898	19381101	0	15	8	4	0	27	0	12	5929	737	965	2748	1904	-133	144	-50	21	-15
GHCND:USC00456898	19381201	0	21	12	7	0	31	0	13	6173	554	2108	3903	2361	-139	89	-49	16	-16
GHCND:USC00456898	19390101	0	22	16	7	0	31	0	20	6686	434	3937	4490	3786	-128	44	-62	-4	-33
GHCND:USC00456898	19390201	0	19	10	4	0	28	0	22	6826	566	5258	3318	3707	-144	56	-96	-26	-61
GHCND:USC00456898	19390301	0	12	8	1	0	22	0	14	5749	295	5791	1925	1956	-111	161	-42	37	-2
GHCND:USC00456898	19390401	0	5	0	0	0	22	0	5	4701	66	4420	234	176	-89	167	-20	73	26
GHCND:USC00456898	19390501	0	9	3	1	0	17	0	1	4126	432	3505	1230	228	-50	217	8	92	50
GHCND:USC00456898	19390601	0	11	5	0	0	15	0	0	3967	203	2108	1274	242	-39	233	9	92	51
GHCND:USC00456898	19390701	154	7	1	1	0	0	0	0	2114	279	406	640	0	6	300	72	168	120
GHCND:USC00456898	19390801	125	5	3	0	0	1	0	0	1420	191	-9999	694	-9999	0	267	90	192	141
GHCND:USC00456898	19390901	20	7	2	1	0	4	0	0	2478	259	-9999	712	0	-11	250	53	150	101
GHCND:USC00456898	19391001	0	4	3	1	0	5	0	1	995	564	102	980	127	-28	200	23	94	59
GHCND:USC00456898	19391201	0	12	8	4	0	16	0	4	3355	686	940	3073	1611	-111	83	-51	22	-14
GHCND:USC00456898	19400101	0	12	5	2	0	22	0	15	5252	417	1372	1702	1167	-139	139	-60	11	-27
GHCND:USC00456898	19400201	0	23	18	8	0	29	0	13	6036	838	3048	5132	3708	-89	33	-51	1	-25
GHCND:USC00456898	19400301	0	15	6	2	0	27	0	4	5405	429	3251	2265	1446	-89	144	-28	46	9
GHCND:USC00456898	19400401	0	15	5	1	0	26	0	2	4947	254	2794	1532	1040	-61	194	-20	56	18
GHCND:USC00456898	19400501	0	7	3	2	0	10	0	0	3627	414	2743	1223	432	-22	167	26	106	66
GHCND:USC00456898	19400601	23	5	0	0	0	5	0	0	2446	66	711	211	25	-17	261	48	157	102
GHCND:USC00456898	19400701	0	7	2	1	0	0	0	0	2181	305	-9999	744	0	17	239	68	158	113
GHCND:USC00456898	19400801	109	2	2	0	0	0	0	0	1972	132	-9999	285	-9999	28	283	76	170	123
GHCND:USC00456898	19400901	0	7	3	1	0	3	0	0	2144	305	-9999	906	-9999	-11	233	65	159	112
GHCND:USC00456898	19401001	0	14	8	7	0	11	0	0	4055	503	305	3316	355	-44	156	20	84	52
GHCND:USC00456898	19401101	0	17	11	4	0	27	0	10	5745	914	813	3523	1535	-117	156	-42	25	-8
GHCND:USC00456898	19401201	0	20	7	2	0	29	0	11	6094	610	1575	2723	1219	-94	117	-43	16	-14
GHCND:USC00456898	19410101	0	14	7	2	0	25	0	10	5675	572	2540	2367	1892	-100	139	-34	34	0
GHCND:USC00456898	19410201	0	11	4	2	0	24	0	1	4842	284	2413	1325	685	-94	133	-27	47	10
GHCND:USC00456898	19410301	0	9	3	0	0	23	0	1	4836	206	2286	940	737	-72	133	-17	71	27
GHCND:USC00456898	19410401	0	12	4	2	0	20	0	1	4038	290	2057	1395	964	-72	161	-11	88	39
GHCND:USC00456898	19410501	0	15	8	1	0	21	0	1	3949	302	1168	1957	559	-39	228	-4	82	37
GHCND:USC00456898	19410601	6	10	3	0	0	10	0	0	3393	231	0	1069	0	-17	244	25	115	70
GHCND:USC00456898	19410701	294	1	0	0	0	0	0	0	1559	56	-9999	72	-9999	28	306	91	193	142
GHCND:USC00456898	19410801	86	12	6	1	0	0	0	0	1888	312	-9999	1577	-9999	22	267	85	165	125
GHCND:USC00456898	19410901	0	21	8	3	0	7	0	0	3979	658	0	3280	13	-28	172	19	81	50
GHCND:USC00456898	19411001	0	15	9	6	0	16	0	0	4275	361	127	2688	253	-28	178	10	80	45
GHCND:USC00456898	19411101	0	13	10	5	0	23	0	5	4887	533	457	3121	684	-83	167	-14	55	20
GHCND:USC00456898	19411201	0	18	13	6	0	30	0	20	6622	648	1626	3874	2460	-161	67	-65	-9	-38
GHCND:USC00456898	19420101	0	11	8	1	0	25	0	8	5687	411	1727	1729	1143	-156	161	-51	34	-7
GHCND:USC00456898	19420201	0	16	9	2	0	28	0	17	6090	391	2667	2338	2617	-128	72	-68	-1	-34
GHCND:USC00456898	19420301	0	17	4	1	0	29	0	14	6321	386	2997	1841	1625	-117	139	-62	21	-21
GHCND:USC00456898	19420401	0	14	4	3	0	24	0	4	4882	282	2743	1884	1518	-67	194	-25	66	20
GHCND:USC00456898	19420501	0	16	3	0	0	19	0	0	3975	188	2667	1363	559	-67	178	-12	73	30
GHCND:USC00456898	19420601	26	19	3	2	0	14	0	0	3732	495	1346	2035	467	-17	256	19	100	59
GHCND:USC00456898	19420701	169	6	4	1	0	0	0	0	1802	277	0	1090	-9999	11	289	80	181	130
GHCND:USC00456898	19420801	170	2	0	0	0	0	0	0	1425	114	-9999	194	-9999	6	278	88	197	143
GHCND:USC00456898	19420901	32	0	0	0	0	1	0	0	1888	8	-9999	19	-9999	-6	256	72	167	119
GHCND:USC00456898	19421001	0	9	6	4	0	9	0	1	3633	953	330	3007	228	-78	194	21	103	62
GHCND:USC00456898	19421101	0	22	15	8	0	27	0	14	6026	561	1575	5005	2630	-89	111	-45	9	-18
GHCND:USC00456898	19421201	0	23	13	8	0	26	0	19	5978	1024	3099	5278	3378	-117	83	-55	-2	-30
GHCND:USC00456898	19430101	0	15	5	2	5	24	0	19	6975	373	3759	2154	1980	-228	139	-83	-1	-42
GHCND:USC00456898	19430201	0	11	6	5	0	21	0	9	4635	991	4674	3114	1834	-117	167	-30	65	17
GHCND:USC00456898	19430301	0	16	10	5	0	31	0	10	5497	648	5156	3307	2249	-122	94	-62	24	-21
GHCND:USC00456898	19430401	0	13	6	1	0	19	0	0	3598	287	5131	1486	761	-89	194	-19	84	33
GHCND:USC00456898	19430501	0	13	4	1	0	25	0	0	4869	264	4166	1366	279	-72	172	-22	74	26
GHCND:USC00456898	19430601	0	9	1	0	0	12	0	0	3519	216	3277	910	3	-39	206	18	114	66
GHCND:USC00456898	19430701	0	4	1	0	0	2	0	0	2007	130	1524	264	0	-11	233	61	176	118
GHCND:USC00456898	19430801	0	7	2	0	0	0	0	0	2410	147	-9999	541	0	6	239	52	159	105
GHCND:USC00456898	19430901	37	5	0	0	0	0	0	0	1255	86	-9999	284	0	6	261	82	203	142
GHCND:USC00456898	19431001	0	11	8	4	0	16	0	4	2439	516	584	2440	964	-78	222	6	101	55
GHCND:USC00456898	19440101	0	-9999	-9999	-9999	0	13	0	1	2674	-9999	2337	-9999	-9999	-111	100	-63	47	-8
GHCND:USC00456898	19440201	0	-9999	-9999	-9999	0	8	0	1	1633	-9999	3073	-9999	-9999	-100	39	-63	21	-21
GHCND:USC00456898	19440301	0	-9999	-9999	-9999	0	4	0	0	841	-9999	3124	-9999	-9999	-144	83	-113	58	-27
GHCND:USC00456898	19440401	0	-9999	-9999	-9999	0	5	0	0	813	-9999	3150	-9999	-9999	-144	172	-80	121	21
GHCND:USC00456898	19440501	0	-9999	-9999	-9999	0	4	0	0	250	-9999	2413	-9999	-9999	-89	194	-32	161	58
GHCND:USC00456898	19440601	0	3	1	0	0	0	0	0	1292	203	762	353	0	17	211	42	140	91
GHCND:USC00456898	19440701	3	2	0	0	0	2	0	0	1680	58	-9999	139	0	-6	300	68	182	125
GHCND:USC00456898	19440801	9	7	1	0	0	0	0	0	2175	152	-9999	567	0	17	261	59	162	111
GHCND:USC00456898	19440901	182	12	7	3	0	5	0	0	2138	584	102	2547	127	-33	267	71	164	118
GHCND:USC00456898	19441001	0	6	4	2	0	3	0	0	1589	373	0	1099	0	-56	206	43	164	104
GHCND:USC00456898	19441101	0	3	2	2	0	9	0	1	1568	1100	1067	1570	482	-56	100	-37	55	9
GHCND:USC00456898	19441201	0	2	1	1	0	9	0	3	2082	792	1016	896	939	-128	189	-66	54	-6
GHCND:USC00456898	19450101	0	-9999	-9999	-9999	0	8	0	1	1445	-9999	1702	-9999	1371	-89	122	-56	60	2
GHCND:USC00456898	19450201	0	-9999	-9999	-9999	0	6	0	1	1196	-9999	2921	-9999	-9999	-117	78	-78	45	-16
GHCND:USC00456898	19450301	0	-9999	-9999	-9999	0	6	0	3	1362	-9999	3835	-9999	305	-144	67	-99	11	-44
GHCND:USC00456898	19450401	0	-9999	-9999	-9999	0	6	0	2	1256	-9999	4572	-9999	-9999	-133	144	-93	41	-26
GHCND:USC00456898	19450501	0	-9999	-9999	-9999	0	3	0	0	770	-9999	3556	-9999	-9999	-33	200	9	137	73
GHCND:USC00456898	19450701	12	1	1	0	0	2	0	0	1488	152	-9999	180	0	-22	261	74	181	128
GHCND:USC00456898	19450801	60	5	1	0	0	1	0	0	1358	231	-9999	559	0	0	278	78	185	131
GHCND:USC00456898	19450901	0	9	5	5	0	8	0	0	2323	752	0	2684	0	-22	233	33	119	77
GHCND:USC00456898	19451001	0	4	4	0	0	6	0	0	1483	216	305	800	0	-61	222	44	166	105
GHCND:USC00456898	19451101	0	-9999	-9999	-9999	0	5	0	2	1040	-9999	2286	-9999	915	-122	94	-75	25	-25
GHCND:USC00456898	19451201	0	-9999	-9999	-9999	0	11	0	4	2428	-9999	2743	-9999	76	-122	128	-60	21	-19
GHCND:USC00456898	19460101	0	-9999	-9999	-9999	0	6	0	1	1212	-9999	5080	-9999	-9999	-122	128	-82	44	-19
GHCND:USC00456898	19460201	0	-9999	-9999	-9999	0	14	0	4	2920	-9999	5639	-9999	-9999	-128	83	-69	18	-26
GHCND:USC00456898	19460301	0	-9999	-9999	-9999	0	29	0	14	6013	-9999	5918	-9999	-9999	-117	106	-61	12	-24
GHCND:USC00456898	19460501	0	8	0	0	0	8	0	0	3432	107	5055	646	0	-33	206	22	107	65
GHCND:USC00456898	19460601	0	18	6	1	0	11	0	0	3545	307	3150	2007	-9999	-28	217	15	88	52
GHCND:USC00456898	19460701	76	5	2	1	0	0	0	0	1912	406	1397	718	0	11	294	65	175	120
GHCND:USC00456898	19460801	49	5	0	0	0	3	0	0	1681	91	-9999	286	0	-28	278	75	182	129
GHCND:USC00456898	19460901	0	10	2	0	0	8	0	0	2875	137	102	850	102	-33	228	38	136	87
GHCND:USC00456898	19461001	0	14	10	5	0	26	0	6	5124	749	610	3836	1142	-78	122	-25	38	6
GHCND:USC00456898	19461101	0	18	9	4	0	28	0	13	6123	528	1473	3147	1524	-100	83	-51	9	-21
GHCND:USC00456898	19461201	0	17	13	6	0	28	0	15	6180	696	3124	4137	3228	-139	111	-53	7	-23
GHCND:USC00456898	19470101	0	19	14	6	2	29	0	18	7129	772	4369	5233	3224	-211	106	-82	-12	-47
GHCND:USC00456898	19470201	0	7	5	3	0	26	0	5	5153	897	4801	2324	1092	-117	128	-36	34	-1
GHCND:USC00456898	19470301	0	18	6	1	0	21	0	9	5024	452	5182	2176	1931	-78	183	-20	61	21
GHCND:USC00456898	19470401	0	12	5	0	0	21	0	5	4656	241	5055	1714	1168	-83	206	-14	69	28
GHCND:USC00456898	19470501	0	6	1	0	0	6	0	0	3421	163	3861	433	76	-50	222	28	117	73
GHCND:USC00456898	19470601	0	16	7	3	0	9	0	0	3896	452	1676	2343	0	-39	183	16	91	53
GHCND:USC00456898	19470701	0	8	3	0	0	4	0	0	2621	198	-9999	795	0	-17	250	43	154	98
GHCND:USC00456898	19480201	0	20	11	6	0	29	0	23	6880	658	5029	4313	3251	-139	28	-83	-26	-54
GHCND:USC00456898	19480601	0	6	5	1	0	1	0	0	2432	259	4267	1106	0	-6	244	52	152	102
GHCND:USC00456898	19480701	14	8	3	1	0	0	0	0	2468	254	1270	1028	0	6	250	51	157	104
GHCND:USC00456898	19480801	0	13	4	0	0	0	0	0	2777	216	0	1425	0	11	222	56	130	93
GHCND:USC00456898	19480901	24	11	4	1	0	8	0	0	2926	368	203	1425	356	-33	256	38	134	86
GHCND:USC00456898	19481001	0	9	4	3	0	16	0	3	4066	455	229	1707	419	-56	183	7	97	52
GHCND:USC00456898	19481101	0	23	15	9	0	27	0	20	6279	673	2515	5885	4752	-100	44	-54	-13	-34
GHCND:USC00456898	19481201	0	15	11	10	0	20	0	20	4908	663	4420	4635	4292	-133	-11	-83	-42	-62
GHCND:USC00456898	19490701	6	9	3	0	0	1	0	0	2131	180	1422	693	0	0	250	43	153	98
GHCND:USC00456898	19490801	32	3	1	0	0	0	0	0	2154	132	0	265	0	6	256	61	163	112
GHCND:USC00456898	19490901	6	7	3	2	0	5	0	0	1846	457	102	1208	0	-17	244	54	165	109
GHCND:USC00456898	19491001	0	6	3	2	0	15	0	3	3529	592	381	1542	25	-89	150	-8	65	30
GHCND:USC00456898	19491101	0	1	0	0	0	3	0	0	905	61	356	61	0	-44	217	38	126	82
GHCND:USC00456898	19500601	0	5	2	1	0	3	0	0	2065	254	4318	596	0	-17	194	35	114	74
GHCND:USC00456898	19500801	37	3	2	2	0	1	0	0	1820	508	279	910	0	-6	256	75	176	126
GHCND:USC00456898	19500901	0	3	3	2	0	5	0	0	2341	361	25	857	76	-39	250	62	148	105
GHCND:USC00456898	19501001	0	16	11	5	0	17	0	0	3867	533	610	3548	686	-33	144	-1	57	28
GHCND:USC00456898	19501101	0	2	1	1	0	4	0	2	990	381	1372	406	228	-67	61	-39	18	-15
GHCND:USC00456898	19501201	0	21	15	4	0	28	0	14	6190	559	1702	4524	1849	-106	78	-39	6	-17
GHCND:USC00456898	19510101	0	25	17	9	2	31	0	24	7103	584	3937	5594	3886	-211	50	-82	-10	-46
GHCND:USC00456898	19510201	0	18	12	6	0	27	0	17	5752	1118	4166	4921	2444	-139	72	-71	-7	-38
GHCND:USC00456898	19510301	0	21	10	6	0	28	0	20	6820	889	5232	4192	3354	-161	122	-88	-16	-52
GHCND:USC00456898	19510401	0	5	1	0	0	21	0	1	4113	127	4851	305	246	-94	150	-15	80	31
GHCND:USC00456898	19510501	0	8	2	1	0	12	0	0	2005	330	3810	787	173	-78	206	-6	108	49
GHCND:USC00456898	19510601	0	2	0	0	0	2	0	0	2186	97	2464	216	0	-11	228	50	151	102
GHCND:USC00456898	19510701	15	2	0	0	0	0	0	0	1774	112	0	156	0	6	256	72	180	126
GHCND:USC00456898	19510801	18	4	1	1	0	1	0	0	2213	447	0	601	152	-11	250	59	166	112
GHCND:USC00456898	19510901	12	5	4	2	0	1	0	0	1825	800	0	1656	0	-33	244	67	165	116
GHCND:USC00456898	19511001	0	8	6	3	0	5	0	1	1419	597	813	2101	865	-44	228	26	103	65
GHCND:USC00456898	19511101	0	4	3	2	0	13	0	3	2355	772	1702	1381	353	-106	94	-44	41	2
GHCND:USC00456898	19520401	0	5	1	1	0	20	0	2	4260	279	4902	625	571	-117	211	-27	89	31
GHCND:USC00456898	19520501	0	7	0	0	0	16	0	0	3864	114	3886	510	389	-89	189	2	106	54
GHCND:USC00456898	19520601	0	13	1	0	0	13	0	0	3437	224	2337	902	140	-39	200	8	112	60
GHCND:USC00456898	19520701	60	1	0	0	0	3	0	0	1614	38	711	81	0	-22	278	73	193	133
GHCND:USC00456898	19520801	71	4	1	0	0	0	0	0	1856	152	0	452	0	11	272	69	182	125
GHCND:USC00456898	19520901	35	3	1	0	0	4	0	0	1240	160	0	282	0	-11	272	59	183	120
GHCND:USC00456898	19521001	21	4	1	0	0	3	0	0	25	137	0	371	76	-39	311	52	254	182
GHCND:USC00456898	19521101	0	5	1	0	0	23	0	1	4413	147	254	456	266	-72	156	-28	64	20
GHCND:USC00456898	19521201	0	7	5	3	0	8	0	5	1515	523	1524	1659	813	-128	144	-66	10	-33
GHCND:USC00456898	19530101	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	3150	-9999	-9999	-9999	-9999	-9999	-9999	-9999
GHCND:USC00456898	19530201	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	4013	-9999	-9999	-9999	-9999	-9999	-9999	-9999
GHCND:USC00456898	19530401	0	-9999	-9999	-9999	0	3	0	0	577	-9999	4902	-9999	89	-61	33	-52	33	-9
GHCND:USC00456898	19530501	0	9	4	0	0	21	0	1	3756	241	4115	1229	545	-61	183	-20	97	39
GHCND:USC00456898	19530601	0	8	2	1	0	11	0	0	2363	287	3277	913	25	-22	167	-3	93	44
GHCND:USC00456898	19530701	0	3	1	1	0	0	0	0	2102	254	1905	388	0	11	256	43	180	111
GHCND:USC00456898	19530801	68	10	3	1	0	0	0	0	2034	450	0	1195	0	6	283	64	171	117
GHCND:USC00456898	19530901	10	2	0	0	0	3	0	0	872	76	0	144	25	-22	317	52	182	121
GHCND:USC00456898	19531001	0	11	6	4	0	12	0	0	3001	328	127	1699	114	-44	206	15	116	63
GHCND:USC00456898	19531101	0	18	11	5	0	24	0	7	5039	366	660	2953	1422	-83	122	-28	47	9
GHCND:USC00456898	19531201	0	-9999	-9999	-9999	0	6	0	5	1277	-9999	2591	-9999	978	-78	67	-57	-3	-30
GHCND:USC00456898	19540101	0	-9999	-9999	-9999	1	4	0	1	949	-9999	4978	-9999	-9999	-189	44	-125	17	-54
GHCND:USC00456898	19540201	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	5613	-9999	-9999	-9999	-9999	-9999	-9999	-9999
GHCND:USC00456898	19540301	0	-9999	-9999	-9999	0	3	0	0	410	-9999	5715	-9999	-9999	-161	100	-122	65	-22
GHCND:USC00456898	19540401	0	-9999	-9999	-9999	0	15	0	4	2571	-9999	6502	-9999	-9999	-133	128	-65	67	-1
GHCND:USC00456898	19540501	0	-9999	-9999	-9999	0	18	0	0	3269	-9999	5588	-9999	-9999	-100	211	-6	117	57
GHCND:USC00456898	19540601	0	16	5	3	0	19	0	0	4137	328	3353	1819	165	-50	167	-2	92	45
GHCND:USC00456898	19540701	0	6	1	1	0	4	0	0	2631	343	3023	705	0	-22	244	38	158	98
GHCND:USC00456898	19540801	0	8	2	0	0	2	0	0	3106	145	0	696	0	-11	244	35	124	79
GHCND:USC00456898	19540901	0	11	4	0	0	3	0	0	3039	170	0	1102	0	-22	239	35	128	82
GHCND:USC00456898	19541001	0	10	4	2	0	17	0	0	4019	358	152	1511	309	-67	189	7	100	53
GHCND:USC00456898	19541101	0	17	9	6	0	20	0	4	4782	665	559	3537	1130	-100	167	-12	60	24
GHCND:USC00456898	19541201	0	20	12	5	0	27	0	14	6136	742	2286	3991	3765	-117	128	-48	18	-15
GHCND:USC00456898	19550101	0	19	5	1	0	30	0	18	6566	368	2794	2043	2562	-100	78	-59	1	-29
GHCND:USC00456898	19550201	0	12	6	2	0	27	0	17	6107	389	4394	1867	3327	-144	61	-80	-7	-43
GHCND:USC00456898	19550301	0	14	8	2	1	28	0	17	6296	343	5791	2146	3645	-189	139	-83	-1	-42
GHCND:USC00456898	19550401	0	23	8	0	0	27	0	13	6116	239	6172	2054	2950	-106	139	-64	22	-21
GHCND:USC00456898	19550501	0	14	3	0	0	23	0	1	4893	198	5842	1187	701	-72	139	-21	71	25
GHCND:USC00456898	19550601	0	11	4	0	0	11	0	0	3314	163	4877	1006	102	-28	233	25	120	73
GHCND:USC00456898	19550701	21	10	4	2	0	7	0	0	2859	325	2819	1274	59	-33	261	37	146	91
GHCND:USC00456898	19550801	20	0	0	0	0	2	0	0	2164	8	406	27	0	-11	261	53	175	114
GHCND:USC00456898	19550901	104	7	5	3	0	9	0	0	2898	483	51	1688	186	-33	289	40	140	90
GHCND:USC00456898	19551001	0	13	10	6	0	16	0	2	3828	963	762	4349	1250	-78	222	3	90	46
GHCND:USC00456898	19551101	0	3	1	1	1	7	0	1	1118	409	2261	582	1854	-239	139	-64	54	-3
GHCND:USC00456898	19551201	0	17	12	5	0	28	0	15	6307	1011	3454	4108	2870	-156	50	-83	-2	-42
GHCND:USC00456898	19560101	0	21	14	7	1	28	0	20	6604	577	5182	4471	5143	-189	44	-86	-20	-53
GHCND:USC00456898	19560201	0	18	13	4	2	26	0	18	6101	493	6350	3201	3785	-217	106	-92	-11	-52
GHCND:USC00456898	19560301	0	19	15	5	0	27	0	17	5691	460	9322	4121	4762	-156	150	-80	3	-36
GHCND:USC00456898	19560401	0	9	2	0	0	27	0	4	5107	251	8331	814	673	-117	172	-38	64	13
GHCND:USC00456898	19560501	0	5	0	0	0	15	0	0	3293	79	6579	281	165	-78	206	10	121	65
GHCND:USC00456898	19560601	0	17	2	1	0	18	0	0	4171	305	4826	1473	242	-50	194	-6	94	44
GHCND:USC00456898	19560701	0	3	1	0	0	1	0	0	2266	229	3251	359	0	-6	239	53	167	110
GHCND:USC00456898	19560801	12	6	3	1	0	6	0	0	2481	330	0	822	13	-22	233	49	147	98
GHCND:USC00456898	19560901	0	10	4	1	0	5	0	0	2237	345	0	1468	0	-17	228	41	138	90
GHCND:USC00456898	19561001	0	17	9	4	0	20	0	9	4758	394	1219	3190	1962	-89	217	-17	55	19
GHCND:USC00456898	19561101	0	9	4	1	0	15	0	4	4262	318	1372	1273	1018	-111	161	-15	78	31
GHCND:USC00456898	19561201	0	21	15	10	0	27	0	8	5862	1085	2184	6267	2733	-172	167	-43	31	-6
GHCND:USC00456898	19570101	0	15	5	2	2	31	0	29	7769	574	3099	2173	2780	-211	39	-103	-33	-68
GHCND:USC00456898	19570201	0	14	10	5	0	26	0	12	5482	518	4013	3475	2742	-150	133	-56	16	-20
GHCND:USC00456898	19570301	0	22	13	4	0	31	0	9	6142	597	4724	3803	3123	-111	106	-54	24	-15
GHCND:USC00456898	19570401	0	13	6	0	0	26	0	2	4959	249	4648	1775	1066	-67	178	-28	63	18
GHCND:USC00456898	19570501	0	8	1	0	0	10	0	0	3101	201	4115	740	38	-28	222	22	123	72
GHCND:USC00456898	19570601	0	10	6	1	0	12	0	0	3220	373	2134	1551	0	-50	217	22	129	76
GHCND:USC00456898	19570701	0	7	2	0	0	2	0	0	2605	236	-9999	775	-9999	0	256	42	151	96
GHCND:USC00456898	19570801	0	8	3	0	0	1	0	0	2594	229	-9999	964	-9999	-6	222	42	151	97
GHCND:USC00456898	19570901	0	5	2	0	0	0	0	0	1426	226	-9999	584	-9999	22	239	75	175	124
GHCND:USC00456898	19571001	0	15	10	5	0	15	0	1	4288	508	229	2917	596	-100	161	3	77	40
GHCND:USC00456898	19571101	0	11	7	5	0	23	0	8	4874	734	1067	3073	1930	-78	128	-26	43	9
GHCND:USC00456898	19571201	0	21	14	6	0	28	0	15	6045	767	3200	5414	4253	-122	122	-53	16	-18
GHCND:USC00456898	19580101	0	19	11	5	0	28	0	9	5565	467	4089	3788	2975	-83	139	-37	32	-3
GHCND:USC00456898	19580201	0	20	14	3	0	23	0	6	4694	373	4445	3535	2094	-117	94	-29	36	2
GHCND:USC00456898	19580301	0	14	3	0	0	30	0	8	6306	170	4318	1250	1354	-128	94	-62	21	-20
GHCND:USC00456898	19580401	0	18	9	4	0	26	0	1	5285	526	5004	2959	1918	-78	144	-36	49	7
GHCND:USC00456898	19580501	0	7	1	0	0	9	0	1	2843	132	4470	582	89	-61	233	33	150	91
GHCND:USC00456898	19580601	1	13	2	0	0	1	0	0	2447	206	2159	1211	0	0	261	50	153	101
GHCND:USC00456898	19580701	85	1	0	0	0	0	0	0	992	71	0	96	0	22	272	99	209	154
GHCND:USC00456898	19580801	119	4	1	0	0	0	0	0	1350	165	0	348	0	22	278	88	198	143
GHCND:USC00456898	19580901	0	14	5	2	0	6	0	0	2996	500	0	1993	0	-39	261	31	121	76
GHCND:USC00456898	19581001	0	10	5	5	0	15	0	0	3488	635	229	2732	254	-56	222	28	113	70
GHCND:USC00456898	19581101	0	22	14	9	0	27	0	10	5751	1577	2007	8169	2578	-139	94	-44	27	-9
GHCND:USC00456898	19581201	0	18	13	9	0	16	0	6	4053	521	1727	4189	1536	-111	83	-30	28	-1
GHCND:USC00456898	19590101	0	27	18	10	2	31	0	16	6724	907	3581	6177	4381	-217	72	-64	-4	-34
GHCND:USC00456898	19590201	0	20	5	2	0	28	0	20	6289	378	4267	2224	2680	-150	56	-71	-12	-42
GHCND:USC00456898	19590301	0	25	11	2	0	31	0	14	6450	490	5207	3196	3198	-106	100	-62	12	-25
GHCND:USC00456898	19590401	0	13	6	5	0	26	0	3	5147	640	4877	2737	965	-72	128	-32	55	11
GHCND:USC00456898	19590501	0	13	1	0	0	23	0	2	4804	140	4496	911	509	-83	172	-16	72	28
GHCND:USC00456898	19590601	0	9	4	1	0	7	0	0	3422	305	3404	1235	206	-22	222	25	113	69
GHCND:USC00456898	19590701	137	3	1	0	0	1	0	0	1673	140	1168	239	8	0	267	81	186	133
GHCND:USC00456898	19590801	0	5	2	1	0	1	0	0	2543	320	0	667	0	0	244	45	157	101
GHCND:USC00456898	19590901	0	16	10	7	0	7	0	0	3525	876	102	4880	102	-33	217	24	107	66
GHCND:USC00456898	19591001	0	14	10	5	0	14	0	1	4165	1321	279	4804	456	-72	189	9	89	49
GHCND:USC00456898	19591101	0	15	11	9	0	22	0	3	4937	1240	1067	6236	1423	-150	172	-25	62	18
GHCND:USC00456898	19591201	0	19	6	5	0	30	0	8	6026	1011	1473	3868	1679	-122	111	-50	27	-11
GHCND:USC00456898	19600101	0	20	12	2	0	30	0	23	7186	450	2337	2908	2096	-150	67	-77	-20	-49
GHCND:USC00456898	19600201	0	19	11	4	0	29	0	19	6532	533	3277	3387	2286	-172	50	-77	-8	-42
GHCND:USC00456898	19600301	0	18	13	4	0	24	0	15	5766	406	3962	3460	3125	-167	211	-44	38	-3
GHCND:USC00456898	19600401	0	17	6	3	0	23	0	4	5035	732	4216	2747	2033	-106	189	-29	59	15
GHCND:USC00456898	19600501	0	21	10	2	0	24	0	1	4781	394	3708	2850	1041	-78	161	-12	70	29
GHCND:USC00456898	19600601	0	7	3	1	0	10	0	0	3155	279	3200	898	89	-39	183	22	133	78
GHCND:USC00456898	19600701	109	2	0	0	0	2	0	0	1254	64	737	123	0	-6	267	89	203	146
GHCND:USC00456898	19600801	66	10	5	1	0	5	0	0	2817	292	0	1373	38	-11	267	52	137	94
GHCND:USC00456898	19600901	1	6	3	1	0	2	0	0	2154	521	0	1175	0	-6	239	61	162	111
GHCND:USC00456898	19601001	0	16	12	5	0	14	0	1	3873	363	305	3350	564	-50	194	19	97	58
GHCND:USC00456898	19601101	0	17	16	10	0	30	0	10	5843	782	2184	6161	3480	-100	139	-42	19	-12
