STATION	DATE	CLDD	DP01	DP05	DP10	DT00	DT32	DT90	DX32	HTDD	EMXP	MXSD	TPCP	TSNW	EMNT	EMXT	MMNT	MMXT	MNTM
GHCND:USC00456898	19601201	0	14	10	5	0	24	0	7	5493	450	2388	3000	1751	-106	161	-31	42	6
GHCND:USC00456898	19610101	0	19	12	8	0	28	0	1	5383	777	2997	4632	2073	-89	133	-25	44	9
GHCND:USC00456898	19610201	0	24	19	10	0	27	0	13	5775	978	5080	7414	5057	-111	72	-52	6	-23
GHCND:USC00456898	19610301	0	23	12	5	0	29	0	10	6133	566	5766	3845	2117	-133	128	-51	21	-15
GHCND:USC00456898	19610401	0	22	10	2	0	27	0	7	5506	424	5283	2981	1652	-94	117	-39	38	-1
GHCND:USC00456898	19610501	0	18	5	0	0	19	0	1	4444	213	5232	1570	558	-67	167	-2	82	40
GHCND:USC00456898	19610601	26	6	1	0	0	6	0	0	2110	163	3810	473	0	-17	239	63	164	114
GHCND:USC00456898	19610701	59	1	1	0	0	0	0	0	1615	198	1219	270	0	6	272	70	196	133
GHCND:USC00456898	19610801	142	2	1	1	0	0	0	0	1086	538	0	662	0	17	294	86	219	153
GHCND:USC00456898	19610901	0	10	3	1	0	12	0	0	3535	582	102	1279	152	-44	200	11	120	65
GHCND:USC00456898	19611001	0	15	9	5	0	20	0	4	4417	541	686	3118	1283	-72	206	-4	85	41
GHCND:USC00456898	19611101	0	16	8	5	0	26	0	12	5809	1161	1372	3405	1564	-117	161	-51	30	-11
GHCND:USC00456898	19611201	0	23	15	8	1	31	0	21	7023	686	2870	5310	3226	-189	78	-75	-12	-44
GHCND:USC00456898	19620101	0	16	9	4	3	27	0	14	6477	734	2972	3583	1244	-211	183	-64	12	-26
GHCND:USC00456898	19620201	0	15	4	1	2	26	0	7	5696	351	3734	1473	1599	-183	128	-56	16	-20
GHCND:USC00456898	19620301	0	19	10	2	0	30	0	15	6522	434	4623	2903	3250	-133	144	-67	12	-27
GHCND:USC00456898	19620401	0	14	4	2	0	22	0	6	4760	876	4039	2490	1053	-78	161	-23	71	24
GHCND:USC00456898	19620501	0	19	3	0	0	30	0	0	5323	246	3937	1415	291	-100	111	-30	52	11
GHCND:USC00456898	19620601	0	6	2	0	0	12	0	0	3367	165	3226	628	152	-50	211	18	123	71
GHCND:USC00456898	19620701	34	5	0	0	0	5	0	0	2372	104	1219	335	13	-39	244	58	157	108
GHCND:USC00456898	19620801	3	9	5	3	0	1	0	0	2508	320	0	1704	0	0	228	56	148	102
GHCND:USC00456898	19620901	0	7	4	3	0	4	0	0	2107	508	25	1628	0	-17	228	59	166	113
GHCND:USC00456898	19621001	0	13	7	4	0	15	0	1	3802	373	838	2271	915	-33	211	20	101	60
GHCND:USC00456898	19621101	0	23	12	6	0	25	0	10	5360	1300	1346	5799	2513	-111	194	-27	36	4
GHCND:USC00456898	19621201	0	16	12	4	0	24	0	8	5454	500	1600	3371	1117	-128	167	-29	43	7
GHCND:USC00456898	19630101	0	12	6	2	5	28	0	15	6962	505	1930	1834	1067	-250	117	-84	1	-42
GHCND:USC00456898	19630201	0	16	8	6	0	18	0	2	4559	889	2235	3674	901	-67	117	-15	55	20
GHCND:USC00456898	19630301	0	19	10	5	0	30	0	12	6161	361	3429	3127	3008	-106	111	-56	24	-16
GHCND:USC00456898	19630401	0	23	9	2	0	29	0	4	5689	353	3353	2708	1436	-100	100	-45	32	-7
GHCND:USC00456898	19630501	0	7	2	0	0	18	0	2	4227	216	3454	790	508	-72	178	1	92	47
GHCND:USC00456898	19630601	0	12	0	0	0	16	0	0	3632	122	1778	873	0	-33	228	21	103	62
GHCND:USC00456898	19630701	0	6	3	0	0	1	0	0	3044	188	0	765	0	-6	206	35	134	85
GHCND:USC00456898	19630801	51	7	0	0	0	0	0	0	1886	114	0	503	0	17	267	74	170	122
GHCND:USC00456898	19630901	38	7	2	0	0	0	0	0	1702	239	0	808	0	11	267	75	180	128
GHCND:USC00456898	19631001	0	14	6	3	0	14	0	3	4165	528	508	2306	762	-61	189	12	86	49
GHCND:USC00456898	19631101	0	24	14	4	0	29	0	12	5757	406	1676	4116	2203	-94	133	-40	22	-9
GHCND:USC00456898	19631201	0	16	11	7	0	21	0	8	5425	340	2134	3017	1843	-122	150	-24	40	8
GHCND:USC00456898	19640101	0	27	18	12	0	31	0	24	6991	742	4978	6978	6602	-100	39	-69	-16	-43
GHCND:USC00456898	19640201	0	16	7	1	0	26	0	12	5781	269	5029	1885	1347	-100	106	-58	25	-16
GHCND:USC00456898	19640301	0	18	12	2	0	27	0	20	6403	323	6020	2814	2286	-128	150	-65	4	-30
GHCND:USC00456898	19640401	0	15	5	2	0	30	0	9	5884	264	5690	1731	1308	-111	122	-58	31	-13
GHCND:USC00456898	19640501	0	9	2	0	0	23	0	4	4869	193	5639	881	354	-89	150	-22	74	26
GHCND:USC00456898	19640601	0	13	3	2	0	7	0	0	3595	391	4420	1428	5	-28	206	19	107	63
GHCND:USC00456898	19640701	18	9	3	1	0	1	0	0	2272	279	2489	1001	0	-6	239	59	162	110
GHCND:USC00456898	19640801	0	14	6	1	0	3	0	0	2879	279	0	1678	0	-17	228	47	133	90
GHCND:USC00456898	19640901	0	10	6	1	0	8	0	0	3297	320	0	1561	0	-17	194	29	112	69
GHCND:USC00456898	19641001	3	9	6	3	0	10	0	1	3492	363	127	1594	229	-61	233	31	110	70
GHCND:USC00456898	19641101	0	19	13	5	0	28	0	10	5811	813	1372	4492	2389	-111	111	-45	24	-11
GHCND:USC00456898	19641201	0	23	19	10	2	31	0	25	7648	856	3175	6620	4269	-233	33	-87	-41	-64
GHCND:USC00456898	19650101	0	23	14	8	0	26	0	17	6316	1143	4115	6199	4102	-139	128	-52	10	-21
GHCND:USC00456898	19650201	0	21	13	5	0	27	0	14	5799	409	4953	3777	2541	-106	122	-59	11	-24
GHCND:USC00456898	19650301	0	8	0	0	0	24	0	9	5577	114	4877	563	736	-150	144	-45	43	-3
GHCND:USC00456898	19650401	0	12	3	2	0	25	0	2	4731	561	4547	1582	496	-100	167	-28	67	20
GHCND:USC00456898	19650501	0	12	4	0	0	21	0	4	4655	198	4343	1303	812	-89	167	-18	74	28
GHCND:USC00456898	19650601	0	4	0	0	0	10	0	0	3168	94	2896	271	25	-39	200	28	127	77
GHCND:USC00456898	19650701	102	6	0	0	0	3	0	0	1577	104	610	394	0	-11	261	79	185	132
GHCND:USC00456898	19650801	60	13	5	2	0	2	0	0	1910	328	0	1675	0	-17	267	76	167	121
GHCND:USC00456898	19650901	0	2	1	1	0	7	0	0	3078	587	0	699	0	-33	194	35	126	80
GHCND:USC00456898	19651001	0	10	6	1	0	6	0	1	3159	279	229	1519	355	-44	206	42	120	81
GHCND:USC00456898	19651101	0	21	11	2	0	22	0	9	5306	348	787	3082	1328	-89	117	-17	30	6
GHCND:USC00456898	19651201	0	17	9	3	0	31	0	19	6766	455	2362	2955	2908	-111	72	-62	-8	-35
GHCND:USC00456898	19660101	0	21	12	8	0	30	0	18	6484	437	3302	3851	2589	-117	72	-64	-3	-33
GHCND:USC00456898	19660201	0	15	7	4	0	28	0	17	6099	396	4064	2630	2335	-117	61	-65	-5	-35
GHCND:USC00456898	19660301	0	19	9	4	0	25	0	17	5997	422	5182	3158	3327	-122	150	-50	29	-10
GHCND:USC00456898	19660401	0	12	2	0	0	25	0	4	5102	234	3962	1105	711	-89	161	-30	56	13
GHCND:USC00456898	19660601	0	10	1	0	0	12	0	0	3775	188	2794	664	210	-50	200	13	101	57
GHCND:USC00456898	19660701	0	6	0	0	0	1	0	0	2539	89	0	336	0	-6	200	52	150	101
GHCND:USC00456898	19660801	0	3	1	0	0	1	0	0	2066	150	0	310	0	0	244	67	166	116
GHCND:USC00456898	19660901	37	6	4	0	0	1	0	0	2167	170	0	637	0	-6	250	64	160	112
GHCND:USC00456898	19661001	0	12	6	3	0	15	0	1	4046	785	737	2535	902	-67	189	11	94	53
GHCND:USC00456898	19661101	0	18	12	5	0	24	0	8	5424	427	1016	3497	1729	-78	183	-28	33	2
GHCND:USC00456898	19661201	0	25	16	5	0	29	0	18	6314	472	2134	4447	3060	-100	61	-44	3	-21
GHCND:USC00456898	19670101	0	28	21	15	0	31	0	21	6735	762	4597	7375	5271	-100	61	-58	-11	-34
GHCND:USC00456898	19670201	0	15	11	6	0	27	0	11	5563	467	5410	3230	1931	-94	94	-51	20	-16
GHCND:USC00456898	19670301	0	20	9	3	0	31	0	18	6828	330	6502	2685	3239	-117	61	-70	-4	-37
GHCND:USC00456898	19670401	0	12	3	1	0	30	0	7	5927	269	6731	1159	1295	-106	89	-57	28	-15
GHCND:USC00456898	19670501	0	6	2	0	0	20	0	2	4276	142	6807	559	152	-67	211	-8	98	45
GHCND:USC00456898	19670601	0	5	2	1	0	1	0	0	2403	259	3861	537	0	0	228	53	153	103
GHCND:USC00456898	19670701	6	0	0	0	0	0	0	0	1960	0	1143	0	0	17	267	63	177	120
GHCND:USC00456898	19670801	173	1	0	0	0	0	0	0	722	38	0	38	0	39	267	111	219	165
GHCND:USC00456898	19670901	21	6	3	0	0	2	0	0	1732	221	0	821	0	-11	267	70	182	126
GHCND:USC00456898	19671001	0	22	15	10	0	21	0	1	4683	686	305	5945	851	-56	167	-2	66	32
GHCND:USC00456898	19671101	0	16	7	3	0	23	0	8	5119	584	610	2485	990	-94	139	-21	46	12
GHCND:USC00456898	19671201	0	24	12	7	0	28	0	16	6796	1011	1626	4988	2122	-144	72	-65	-7	-36
GHCND:USC00456898	19680101	0	22	16	5	0	27	0	19	6905	660	2286	4749	3061	-161	150	-76	-3	-40
GHCND:USC00456898	19680201	0	12	10	8	0	19	0	4	4894	1130	2667	4193	1206	-100	150	-17	46	14
GHCND:USC00456898	19680301	0	14	7	4	0	27	0	10	5747	462	3302	2469	2361	-100	117	-39	34	-2
GHCND:USC00456898	19680401	0	16	6	1	0	27	0	12	5660	257	3607	1833	1802	-128	178	-49	38	-6
GHCND:USC00456898	19680501	0	4	1	0	0	19	0	1	4432	229	3200	526	304	-106	167	-7	87	40
GHCND:USC00456898	19680601	0	6	1	0	0	12	0	0	3194	127	1372	475	51	-39	211	21	125	73
GHCND:USC00456898	19680701	134	2	0	0	0	1	0	0	1668	76	0	127	0	0	267	78	189	134
GHCND:USC00456898	19680801	0	8	3	0	0	1	0	0	2819	203	0	866	0	0	244	39	145	92
GHCND:USC00456898	19680901	0	12	5	3	0	6	0	0	2822	508	25	2207	38	-50	228	41	137	89
GHCND:USC00456898	19681001	0	17	10	5	0	27	0	3	4829	607	1092	3467	2172	-67	200	-20	74	27
GHCND:USC00456898	19681101	0	22	11	7	0	26	0	6	5626	831	1473	4895	2438	-100	106	-39	30	-5
GHCND:USC00456898	19681201	0	24	17	5	3	31	0	24	7625	782	4064	4803	5692	-278	33	-103	-23	-63
GHCND:USC00456898	19690101	0	23	10	7	2	30	0	26	7914	711	6096	4377	5203	-178	61	-111	-50	-81
GHCND:USC00456898	19690201	0	14	3	1	0	28	0	16	6433	262	6502	1478	2134	-139	44	-86	-8	-47
GHCND:USC00456898	19690301	0	10	3	1	0	27	0	11	5835	343	6477	1319	1383	-139	167	-53	42	-5
GHCND:USC00456898	19690401	0	15	2	0	0	28	0	7	5321	175	4902	1152	941	-89	133	-38	49	6
GHCND:USC00456898	19690501	0	9	4	1	0	11	0	1	3453	511	4140	1292	177	-61	211	23	120	72
GHCND:USC00456898	19690601	3	8	2	1	0	4	0	0	2326	368	1168	957	0	-11	239	60	146	103
GHCND:USC00456898	19690701	0	6	0	0	0	0	0	0	2466	114	0	347	0	6	222	58	149	103
GHCND:USC00456898	19690801	3	2	1	0	0	0	0	0	2795	127	0	202	0	6	256	42	143	93
GHCND:USC00456898	19690901	6	11	7	2	0	4	0	0	3186	427	0	1875	0	-28	256	32	122	77
GHCND:USC00456898	19691001	0	11	4	1	0	25	0	3	5067	259	254	1293	647	-50	167	-15	54	20
GHCND:USC00456898	19691101	0	9	2	0	0	18	0	5	4698	208	356	792	762	-128	194	-12	65	26
GHCND:USC00456898	19691201	0	21	6	2	0	28	0	13	6080	356	2286	2459	3557	-100	122	-43	16	-13
GHCND:USC00456898	19700101	0	20	12	5	0	30	0	18	6707	361	3404	3512	4876	-133	44	-60	-7	-33
GHCND:USC00456898	19700201	0	11	5	2	0	24	0	11	5156	488	3861	1556	2183	-106	156	-34	32	-1
GHCND:USC00456898	19700301	0	15	1	0	0	31	0	15	6608	249	3632	1093	1245	-122	78	-64	3	-30
GHCND:USC00456898	19700401	0	16	5	0	0	30	0	20	6482	249	4445	1907	2261	-117	50	-62	-4	-33
GHCND:USC00456898	19700501	0	10	1	0	0	26	0	5	4933	226	4445	767	341	-89	183	-18	66	24
GHCND:USC00456898	19700601	0	8	0	0	0	10	0	0	2858	102	3073	568	141	-22	239	39	136	88
GHCND:USC00456898	19700701	26	3	0	0	0	2	0	0	2404	76	305	226	0	-6	283	52	160	106
GHCND:USC00456898	19700801	6	2	0	0	0	0	0	0	1920	33	0	61	0	11	283	58	180	119
GHCND:USC00456898	19700901	0	11	6	0	0	13	0	0	3683	249	25	1527	51	-50	211	17	103	60
GHCND:USC00456898	19701001	0	11	6	2	0	16	0	3	4422	381	889	1918	1028	-78	228	4	77	40
GHCND:USC00456898	19701101	0	20	10	6	1	25	0	10	5792	665	1626	3671	2236	-194	167	-46	26	-10
GHCND:USC00456898	19701201	0	22	15	7	0	31	0	25	7214	551	3734	4822	5337	-128	56	-78	-21	-50
GHCND:USC00456898	19710101	0	22	14	12	0	31	0	21	6947	1001	6020	7744	6337	-133	67	-66	-16	-41
GHCND:USC00456898	19710201	0	20	10	4	0	26	0	13	5805	716	5893	3226	2730	-161	128	-57	9	-24
GHCND:USC00456898	19710301	0	26	16	3	0	31	0	20	7033	409	7036	4030	5460	-167	83	-79	-9	-44
GHCND:USC00456898	19710401	0	11	2	0	0	26	0	7	5497	239	6883	1096	1397	-94	133	-44	43	0
GHCND:USC00456898	19710501	0	11	3	2	0	15	0	0	4052	361	6198	1500	1309	-78	189	4	100	52
GHCND:USC00456898	19710601	0	15	3	1	0	17	0	0	4138	320	5055	1336	203	-22	206	9	81	45
GHCND:USC00456898	19710701	245	5	1	0	0	4	0	0	1922	150	3581	424	76	-22	267	86	172	129
GHCND:USC00456898	19710801	153	2	0	0	0	0	0	0	1593	107	813	211	0	22	283	83	190	137
GHCND:USC00456898	19710901	0	11	3	2	0	11	0	0	3636	559	203	1647	229	-39	189	20	104	62
GHCND:USC00456898	19711001	0	12	5	2	0	20	0	8	4893	549	864	2183	1486	-111	233	-10	60	25
GHCND:USC00456898	19711101	0	23	12	5	0	29	0	11	5946	404	2134	3795	3112	-106	94	-43	12	-15
GHCND:USC00456898	19711201	0	25	17	5	0	31	0	28	7286	823	3886	5355	5765	-128	11	-76	-28	-52
GHCND:USC00456898	19720101	0	23	17	13	4	31	0	28	7670	1156	6706	8084	7034	-206	28	-94	-35	-64
GHCND:USC00456898	19720201	0	22	15	10	0	28	0	11	5918	970	6985	6461	4040	-161	61	-53	11	-21
GHCND:USC00456898	19720301	0	19	14	7	0	28	0	9	6042	714	7315	4577	2782	-128	122	-47	23	-12
GHCND:USC00456898	19720401	0	24	15	5	0	28	0	13	6182	546	7747	4356	3644	-161	139	-66	19	-23
GHCND:USC00456898	19720501	0	6	2	0	0	16	0	1	3841	183	7493	565	204	-50	211	12	106	59
GHCND:USC00456898	19720601	0	12	4	2	0	13	0	0	3397	335	5309	1295	127	-28	206	24	116	70
GHCND:USC00456898	19720701	1	6	2	0	0	2	0	0	2084	163	3353	562	38	-17	239	69	162	116
GHCND:USC00456898	19720801	147	2	1	0	0	0	0	0	1673	137	711	247	0	17	278	87	181	134
GHCND:USC00456898	19720901	4	13	6	3	0	17	0	0	3776	645	483	2332	967	-67	217	19	95	57
GHCND:USC00456898	19721001	0	4	2	1	0	11	0	4	4017	279	457	698	610	-67	189	15	92	53
GHCND:USC00456898	19721101	0	18	7	3	0	29	0	7	5613	683	914	2838	1426	-78	67	-27	19	-4
GHCND:USC00456898	19721201	0	21	15	12	5	30	0	19	7572	579	2489	6328	3556	-233	44	-87	-35	-61
GHCND:USC00456898	19730101	0	17	8	2	1	29	0	20	7265	632	2616	2981	2363	-178	78	-83	-19	-51
GHCND:USC00456898	19730201	0	8	2	1	0	27	0	9	5439	356	2667	943	940	-111	89	-45	23	-11
GHCND:USC00456898	19730301	0	16	7	1	0	31	0	14	6358	363	3302	2210	2275	-117	111	-57	13	-22
GHCND:USC00456898	19730401	0	11	4	1	0	23	0	5	5199	381	3378	1280	1268	-83	128	-34	54	10
GHCND:USC00456898	19730501	0	11	4	1	0	15	0	2	4078	340	3150	1181	813	-61	233	7	96	51
GHCND:USC00456898	19730601	12	7	3	1	0	16	0	0	3674	325	1626	1016	420	-39	256	18	104	61
GHCND:USC00456898	19730701	26	0	0	0	0	4	0	0	2063	0	0	0	0	-22	250	68	166	117
GHCND:USC00456898	19730801	21	1	0	0	0	6	0	0	2600	25	0	33	3	-22	267	52	148	100
GHCND:USC00456898	19730901	15	9	3	1	0	5	0	0	2986	262	0	950	0	-17	261	39	129	84
GHCND:USC00456898	19731001	0	17	10	4	0	21	0	1	4888	292	229	2682	542	-50	144	-9	59	25
GHCND:USC00456898	19731101	0	25	17	11	0	28	0	22	6623	599	2261	6072	4939	-122	56	-63	-13	-38
GHCND:USC00456898	19731201	0	27	20	10	0	30	0	15	6224	602	3759	6635	4340	-94	94	-43	8	-18
GHCND:USC00456898	19740101	0	21	18	15	2	31	0	24	7552	701	5359	7826	4582	-194	56	-90	-32	-61
GHCND:USC00456898	19740201	0	19	13	6	0	28	0	19	6017	701	6248	4731	4153	-111	89	-64	0	-32
GHCND:USC00456898	19740301	0	23	12	7	0	30	0	13	6462	818	6985	4880	3489	-161	89	-64	13	-25
GHCND:USC00456898	19740401	0	18	14	6	0	29	0	4	5424	518	7442	3924	3101	-72	150	-35	39	2
GHCND:USC00456898	19740501	0	18	9	1	0	25	0	1	5194	488	7290	2621	1825	-72	167	-25	56	15
GHCND:USC00456898	19740601	14	5	3	2	0	12	0	0	2785	663	6223	1243	229	-28	261	41	140	91
GHCND:USC00456898	19740701	35	7	2	0	0	2	0	0	2599	229	4013	789	0	-11	256	55	146	100
GHCND:USC00456898	19740801	134	3	0	0	0	1	0	0	1974	71	1676	210	0	0	256	82	165	124
GHCND:USC00456898	19740901	11	3	1	1	0	0	0	0	1865	292	0	432	0	11	244	77	165	121
GHCND:USC00456898	19741001	0	8	0	0	0	12	0	1	3633	109	51	508	115	-61	222	23	108	66
GHCND:USC00456898	19741101	0	16	9	9	0	27	0	11	5508	549	1270	3906	2389	-111	106	-30	29	-1
GHCND:USC00456898	19741201	0	26	17	9	0	31	0	15	6635	935	3023	7114	4142	-122	50	-61	-1	-31
GHCND:USC00456898	19750101	0	25	18	12	0	31	0	21	7063	833	4801	7519	4889	-144	89	-78	-12	-45
GHCND:USC00456898	19750201	0	20	11	7	0	28	0	19	6479	635	5334	4143	3417	-144	56	-84	-13	-48
GHCND:USC00456898	19750301	0	20	10	6	0	31	0	17	6942	538	6071	3332	3301	-128	72	-81	-1	-41
GHCND:USC00456898	19750401	0	16	6	0	0	30	0	9	6134	175	5944	1508	1497	-111	100	-64	21	-21
GHCND:USC00456898	19750501	0	13	4	0	0	22	0	2	4591	249	5842	1444	838	-72	178	-10	80	35
GHCND:USC00456898	19750601	0	11	3	1	0	14	0	0	3873	300	4343	991	241	-28	222	12	96	54
GHCND:USC00456898	19750701	119	4	0	0	0	0	0	0	1822	79	2743	223	0	6	283	75	181	128
GHCND:USC00456898	19750801	0	10	3	2	0	3	0	0	3182	414	0	1540	0	-6	283	37	123	80
GHCND:USC00456898	19750901	18	0	0	0	0	6	0	0	2173	13	0	29	0	-6	250	61	161	111
GHCND:USC00456898	19751001	3	26	15	7	0	26	0	6	5298	577	1118	4862	2142	-78	233	-20	44	12
GHCND:USC00456898	19751101	0	23	15	11	0	28	0	16	6355	541	1981	5251	3365	-172	128	-62	5	-29
GHCND:USC00456898	19751201	0	20	14	10	0	29	0	9	6163	1372	2438	7749	2314	-122	100	-56	24	-16
GHCND:USC00456898	19760101	0	17	13	9	0	25	0	14	6164	1085	4572	5718	4304	-111	128	-50	18	-16
GHCND:USC00456898	19760201	0	18	11	6	0	27	0	20	6195	754	5410	4012	4050	-133	156	-65	4	-31
GHCND:USC00456898	19760301	0	18	12	5	0	31	0	19	6759	508	6401	3841	3453	-139	83	-72	2	-35
GHCND:USC00456898	19760401	0	15	5	2	0	28	0	6	5679	376	6071	1922	1463	-128	161	-53	40	-6
GHCND:USC00456898	19760501	0	11	0	0	0	23	0	0	4535	107	5258	751	331	-78	183	-18	92	37
GHCND:USC00456898	19760601	0	9	2	1	0	17	0	0	4085	643	4191	1289	266	-67	211	-6	100	47
GHCND:USC00456898	19760701	0	6	1	1	0	5	0	0	2883	447	2642	755	0	-17	222	38	142	90
GHCND:USC00456898	19760801	1	11	6	1	0	5	0	0	2892	429	0	1752	0	-6	228	44	136	90
GHCND:USC00456898	19760901	1	5	2	0	0	2	0	0	2137	160	0	589	0	-17	239	66	157	112
GHCND:USC00456898	19761001	0	7	3	2	0	16	0	0	3981	538	406	1519	508	-78	206	11	99	55
GHCND:USC00456898	19761101	0	9	6	3	0	15	0	3	4558	417	178	1781	178	-111	172	-9	71	31
GHCND:USC00456898	19761201	0	10	5	4	0	26	0	4	5587	523	559	1915	870	-100	133	-32	38	3
GHCND:USC00456898	19770101	0	11	5	2	0	27	0	12	5998	536	838	1840	648	-139	111	-48	27	-10
GHCND:USC00456898	19770201	0	15	8	3	0	26	0	6	4991	399	1499	2415	1551	-106	133	-34	44	5
GHCND:USC00456898	19770301	0	22	14	7	0	31	0	19	6947	838	3099	5370	4611	-111	61	-76	-6	-41
GHCND:USC00456898	19770401	0	10	1	1	0	21	0	5	4605	470	3200	1149	915	-100	211	-19	78	30
GHCND:USC00456898	19770501	0	18	6	1	0	29	0	0	5294	272	2261	1894	1205	-83	133	-27	52	12
GHCND:USC00456898	19770601	0	2	0	0	0	3	0	0	2976	28	1880	69	30	-39	211	32	135	84
GHCND:USC00456898	19770701	3	3	0	0	0	10	0	0	3008	66	0	235	0	-50	244	34	139	86
GHCND:USC00456898	19770801	210	10	7	3	0	2	0	0	1444	371	0	2037	0	0	283	94	193	143
GHCND:USC00456898	19770901	0	16	8	2	0	14	0	0	3688	709	102	2615	229	-39	189	15	97	56
GHCND:USC00456898	19771001	0	9	6	2	0	19	0	1	4489	462	457	1593	796	-39	167	-1	77	38
GHCND:USC00456898	19771101	0	24	16	12	2	29	0	18	6515	1003	1448	7467	2600	-194	94	-65	-4	-34
GHCND:USC00456898	19771201	0	24	15	10	0	31	0	14	6509	1971	2540	7715	3033	-122	56	-56	2	-27
GHCND:USC00456898	19780101	0	23	12	3	0	30	0	14	6398	475	3175	3211	2391	-144	56	-52	6	-23
GHCND:USC00456898	19780201	0	13	8	3	0	23	0	14	5562	363	3658	2352	2191	-128	122	-47	16	-16
GHCND:USC00456898	19780301	0	14	6	0	0	22	0	7	5548	206	3861	1619	1072	-133	133	-32	40	4
GHCND:USC00456898	19780401	0	20	5	2	0	27	0	5	5483	295	4166	2332	1938	-78	128	-38	39	0
GHCND:USC00456898	19780501	0	19	7	1	0	27	0	1	5011	348	3658	2167	848	-67	167	-22	64	21
GHCND:USC00456898	19780601	0	9	1	0	0	6	0	0	2880	130	3073	820	51	-11	222	43	131	87
GHCND:USC00456898	19780701	54	8	2	0	0	2	0	0	2282	216	914	577	0	-11	261	66	157	111
GHCND:USC00456898	19780801	63	13	4	1	0	0	0	0	2528	445	0	1439	0	11	278	60	147	103
GHCND:USC00456898	19780901	0	14	4	1	0	5	0	0	3661	300	152	1512	152	-50	222	25	97	61
GHCND:USC00456898	19781001	0	6	2	1	0	10	0	1	3605	406	305	841	294	-67	200	22	111	67
GHCND:USC00456898	19781101	0	12	9	7	0	26	0	15	6198	546	914	3551	1463	-139	122	-55	8	-24
GHCND:USC00456898	19781201	0	19	13	6	4	31	0	27	8034	719	2057	4280	2874	-233	17	-113	-39	-76
GHCND:USC00456898	19790101	0	15	8	1	1	31	0	25	7637	373	2591	1946	1749	-233	39	-101	-26	-63
GHCND:USC00456898	19790201	0	25	16	6	0	28	0	23	6563	1295	4293	5685	4773	-139	22	-82	-21	-51
GHCND:USC00456898	19790301	0	11	6	3	0	26	0	7	5647	457	4216	2042	818	-122	128	-39	41	1
GHCND:USC00456898	19790401	0	17	6	4	0	24	0	10	5362	508	4318	2573	2496	-83	156	-35	43	4
GHCND:USC00456898	19790501	0	11	3	0	0	17	0	0	3541	206	3480	945	477	-44	183	6	95	52
GHCND:USC00456898	19790601	0	7	0	0	0	11	0	0	2820	89	2286	505	96	-39	200	31	127	79
GHCND:USC00456898	19790701	99	5	3	2	0	3	0	0	2355	409	584	1051	271	-22	272	65	156	110
GHCND:USC00456898	19790801	0	8	4	2	0	0	0	0	2236	318	0	1121	0	33	217	65	157	111
GHCND:USC00456898	19790901	14	9	4	1	0	2	0	0	2364	419	0	1265	0	-6	250	53	157	105
GHCND:USC00456898	19791001	0	15	9	3	0	14	0	3	3707	579	584	2777	1166	-44	233	25	102	63
GHCND:USC00456898	19791101	0	14	3	1	0	24	0	9	5292	325	914	1606	1199	-89	128	-24	38	7
GHCND:USC00456898	19791201	0	23	16	8	0	29	0	10	5996	1135	1778	6593	2470	-122	72	-40	19	-10
GHCND:USC00456898	19800101	0	18	12	8	5	29	0	19	7200	622	3505	4538	4320	-211	94	-96	-19	-57
GHCND:USC00456898	19800201	0	16	13	5	0	27	0	5	5501	711	3531	4327	1854	-150	78	-41	27	-7
GHCND:USC00456898	19800301	0	22	12	3	0	31	0	17	6622	394	4293	3512	3353	-89	72	-59	-2	-31
GHCND:USC00456898	19800401	0	11	7	4	0	21	0	2	4702	305	4547	1990	1436	-83	189	-15	67	26
GHCND:USC00456898	19800501	0	8	4	2	0	17	0	1	4314	330	3429	1108	400	-56	189	-4	76	34
GHCND:USC00456898	19800601	0	15	2	0	0	9	0	1	4208	249	2210	1073	158	-39	144	12	74	43
GHCND:USC00456898	19800701	28	7	1	0	0	0	0	0	2535	127	0	455	0	11	244	63	137	99
GHCND:USC00456898	19800801	0	8	2	2	0	2	0	0	3313	292	0	950	0	-17	194	47	106	76
GHCND:USC00456898	19800901	0	10	2	2	0	5	0	1	3297	533	0	1452	0	-11	189	33	99	65
GHCND:USC00456898	19801001	0	5	1	0	0	14	0	3	4043	196	25	611	62	-44	206	20	86	53
GHCND:USC00456898	19801101	0	23	16	7	0	26	0	10	5773	724	864	5547	1573	-117	128	-46	15	-16
GHCND:USC00456898	19801201	0	22	16	10	0	22	0	8	5644	787	1956	6123	2032	-150	144	-31	33	1
GHCND:USC00456898	19810101	0	10	5	0	0	20	0	6	5194	170	1118	1179	648	-89	100	-18	48	15
GHCND:USC00456898	19810201	0	14	11	7	0	27	0	7	5622	1011	2134	4659	2412	-167	106	-58	22	-18
GHCND:USC00456898	19810301	0	15	5	2	0	29	0	5	5734	424	2540	1942	1498	-117	106	-44	40	-2
GHCND:USC00456898	19810401	0	19	13	7	0	24	0	12	5494	610	3861	4271	2807	-94	167	-39	38	0
GHCND:USC00456898	19810501	0	16	2	0	0	22	0	0	4777	218	2413	1390	394	-83	183	-16	74	29
GHCND:USC00456898	19810601	0	18	5	5	0	17	0	0	4149	541	1372	2650	312	-39	194	6	84	45
GHCND:USC00456898	19810701	0	9	3	0	0	6	0	0	2781	203	51	873	89	-33	233	46	141	93
GHCND:USC00456898	19810801	301	2	0	0	0	0	0	0	1473	102	0	189	0	17	283	98	192	145
