Year	Month	MXSD	TSNW	TPCP	MNTM
1920	11	178	190	2145	29
1920	12	914	1932	4758	3
1921	1	1626	2131	5110	-11
1921	2	1829	603	4025	-3
1921	3	1372	775	2664	17
1921	4	991	551	2519	32
1921	5	483	76	704	80
1921	6	0	0	945	128
1921	7	0	0	210	146
1921	8	0	0	483	151
1921	9	0	0	1270	97
1921	10	NaN	0	1537	96
1921	11	965	444	4513	36
1921	12	483	445	2426	-13
1922	1	889	1231	1690	-32
1922	2	1067	928	1663	-21
1922	3	1372	1586	1691	-5
1922	4	1397	1218	1806	25
1922	5	584	152	1089	75
1922	6	NaN	0	84	148
1922	7	NaN	0	0	169
1922	8	NaN	0	858	159
1922	9	NaN	0	1149	136
1922	10	NaN	0	1832	84
1922	11	51	191	912	16
1922	12	1118	2185	3912	-26
1923	1	1321	1994	4694	-9
1923	2	1600	1053	980	-17
1923	3	1651	1575	2226	3
1923	4	1092	304	1126	47
1923	5	NaN	76	1216	81
1923	6	NaN	NaN	603	121
1923	7	NaN	0	496	162
1923	8	NaN	0	559	171
1923	9	NaN	NaN	328	143
1923	10	NaN	0	2050	87
1923	11	51	51	2223	47
1923	12	686	1396	3838	-7
1924	1	940	687	2970	-15
1924	2	660	102	2836	16
1924	3	457	864	1092	18
1924	4	254	203	791	55
1924	5	NaN	0	241	117
1924	6	NaN	0	770	128
1924	7	NaN	NaN	243	153
1924	8	NaN	NaN	262	148
1924	9	NaN	NaN	692	167
1924	10	51	76	2738	66
1924	11	584	1042	2918	7
1924	12	356	534	3357	-31
1925	1	1168	1574	4406	-5
1925	2	1118	507	2831	10
1925	3	787	228	1478	19
1925	4	330	0	930	61
1925	5	NaN	0	742	111
1925	6	NaN	NaN	449	126
1925	7	NaN	NaN	13	168
1925	8	NaN	NaN	389	149
1925	9	NaN	NaN	552	121
1925	10	NaN	NaN	1108	82
1925	11	0	11	2183	24
1925	12	178	305	3216	23
1926	1	330	584	2046	10
1926	2	508	634	2760	14
1926	3	279	0	886	61
1926	4	NaN	0	603	99
1926	5	NaN	NaN	1534	97
1926	6	NaN	NaN	138	151
1926	7	NaN	NaN	0	169
1926	8	NaN	NaN	1059	144
1926	9	NaN	0	1587	97
1926	10	NaN	0	2439	72
1926	11	51	127	3097	43
1926	12	660	989	2658	-5
1927	1	762	1114	3080	-9
1927	2	965	710	2600	-6
1927	3	940	813	1312	7
1927	4	559	405	1272	26
1927	5	NaN	25	1695	55
1927	6	NaN	NaN	193	127
1927	7	NaN	NaN	61	160
1927	8	NaN	NaN	1041	155
1927	9	NaN	NaN	2462	118
1927	10	NaN	0	2593	76
1927	11	51	253	5309	28
1927	12	813	1219	2541	-24
1928	1	965	456	2594	-2
1928	2	559	228	473	5
1928	3	457	710	3989	23
1928	4	483	329	2005	43
1928	5	NaN	51	341	125
1928	6	NaN	NaN	449	114
1928	7	NaN	NaN	454	171
1928	8	NaN	NaN	43	156
1928	9	NaN	NaN	418	134
1928	10	NaN	NaN	2389	70
1928	11	NaN	0	1386	32
1928	12	457	966	2128	-9
1929	1	1448	1650	1971	-37
1929	2	1575	686	1094	-26
1929	3	1422	430	925	11
1929	4	1295	558	914	22
1929	5	432	51	1250	73
1929	6	NaN	NaN	1238	115
1929	7	NaN	NaN	58	154
1929	8	NaN	NaN	79	161
1929	9	NaN	NaN	325	129
1929	10	NaN	NaN	1062	96
1929	11	51	51	608	33
1929	12	406	1041	2352	10
1930	1	762	788	1073	-60
1930	2	737	430	1493	0
1930	3	559	406	771	23
1930	4	152	0	562	66
1930	5	NaN	50	1400	77
1930	6	NaN	NaN	659	113
1930	7	NaN	0	25	150
1930	8	NaN	NaN	18	165
1930	9	NaN	NaN	559	121
1930	10	NaN	NaN	1951	79
1930	11	660	838	1441	28
1930	12	381	406	1171	-1
1931	1	356	152	1822	6
1931	2	0	336	1320	5
1931	3	127	178	2985	12
1931	4	203	229	1066	50
1931	5	0	51	817	111
1931	6	0	0	1843	118
1931	7	0	0	0	167
1931	8	0	0	112	160
1931	9	0	0	1032	110
1931	10	0	51	2711	77
1931	11	533	840	2581	12
1931	12	838	1040	2372	-6
1932	1	1346	1142	2687	-15
1932	2	1930	1600	2994	-7
1932	3	1651	836	4295	15
1932	4	1168	329	1840	42
1932	5	203	0	801	83
1932	6	0	0	221	138
1932	7	0	0	981	136
1932	8	0	0	400	149
1932	9	0	0	410	136
1932	10	0	0	2497	84
1932	11	51	178	5586	42
1932	12	737	1321	3979	-18
1933	1	1524	2513	4301	-22
1933	2	2007	1805	2352	-37
1933	3	1930	609	2383	-1
1933	4	1346	202	679	37
1933	5	559	0	1058	56
1933	6	0	0	866	112
1933	7	0	0	71	147
1933	8	0	0	699	162
1933	9	0	0	2004	96
1933	10	0	0	3155	94
1933	11	0	0	2120	56
1933	12	330	762	9166	18
1934	1	152	278	4494	19
1934	2	0	0	626	47
1934	3	0	0	3321	67
1934	4	127	178	722	99
1934	5	0	0	1018	114
1934	6	0	0	409	128
1934	7	0	0	176	151
1934	8	0	0	215	165
1934	9	0	0	1286	121
1934	10	0	0	2962	94
1934	11	203	381	4847	45
1934	12	1041	1397	3914	17
1935	1	1448	1496	3083	-15
1935	2	914	380	953	22
1935	3	1219	1346	2804	6
1935	4	1041	406	811	46
1935	5	0	0	267	94
1935	6	0	0	829	133
1935	7	0	0	526	159
1935	8	0	0	267	159
1935	9	0	0	566	150
1935	10	102	140	1063	68
1935	11	76	152	1475	14
1935	12	51	126	1889	34
1936	1	406	724	4067	8
1936	2	991	1186	2916	-30
1936	3	1524	1599	2013	11
1936	4	1346	101	559	67
1936	5	0	0	2338	110
1936	6	0	0	1430	131
1936	7	0	0	461	150
1936	8	0	0	221	158
1936	9	0	0	617	127
1936	10	0	0	666	119
1936	11	0	0	200	67
1936	12	178	721	3798	12
1937	1	1270	1588	1144	-52
1937	2	1905	1752	3253	0
1937	3	1270	228	1370	38
1937	4	559	710	2961	37
1937	5	0	0	573	99
1937	6	0	0	1888	134
1937	7	0	0	186	156
1937	8	0	0	1145	143
1937	9	0	0	473	137
1937	10	0	0	1792	108
1937	11	0	50	4924	43
1937	12	1168	1563	4185	21
1938	1	584	405	1861	12
1938	2	1041	913	895	18
1938	3	940	1268	2144	25
1938	4	660	0	1447	70
1938	5	0	203	879	102
1938	6	0	0	155	143
1938	7	0	0	89	177
1938	8	0	0	224	143
1938	9	0	0	317	157
1938	10	0	0	1567	93
1938	11	356	659	2920	17
1938	12	305	684	3699	13
1939	1	533	1065	2969	9
1939	2	1219	1751	2772	-10
1939	3	1499	864	1105	30
1939	4	610	0	332	78
1939	5	0	0	802	105
1939	6	0	0	880	110
1939	7	0	0	398	158
1939	8	0	0	331	173
1939	9	0	0	582	137
1939	10	0	0	1418	87
1939	11	0	0	1401	63
1939	12	25	51	3767	32
1940	1	203	483	1081	16
1940	2	305	583	3654	20
1940	3	51	139	1811	51
1940	4	0	25	1676	70
1940	5	0	0	651	120
1940	6	0	0	176	147
1940	7	0	0	562	153
1940	8	0	0	213	163
1940	9	0	0	899	144
1940	10	0	0	1904	94
1940	11	152	330	2042	20
1940	12	102	204	1678	27
1941	1	203	242	1587	24
1941	2	0	13	584	47
1941	3	0	25	629	71
1941	4	0	76	1043	80
1941	5	0	0	1829	96
1941	6	0	0	722	120
1941	7	0	0	58	184
1941	8	0	0	1189	156
1941	9	0	0	1994	101
1941	10	0	0	2238	76
1941	11	0	5	2285	45
1941	12	178	610	3486	4
1942	1	279	191	1339	-3
1942	2	356	629	1431	-1
1942	3	457	663	1163	13
1942	4	127	206	1389	60
1942	5	25	25	1317	81
1942	6	0	0	1743	105
1942	7	0	0	871	172
1942	8	0	0	320	169
1942	9	0	0	21	141
1942	10	51	51	1598	89
1942	11	356	1270	4345	11
1942	12	787	1604	3461	-4
1943	1	1168	1869	1629	-36
1943	2	1372	938	2008	11
1943	3	1067	629	2631	9
1943	4	864	30	1278	60
1943	5	0	26	1235	72
1943	6	0	0	976	107
1943	7	0	0	305	158
1943	8	0	0	377	142
1943	9	0	0	246	141
1943	10	25	26	2393	78
1943	11	0	28	990	45
1943	12	51	63	2273	8
1944	1	305	486	1806	-9
1944	2	686	872	1935	-3
1944	3	838	753	1420	6
1944	4	406	96	953	53
1944	5	25	18	1455	98
1944	6	0	0	394	125
1944	7	0	0	11	170
1944	8	0	0	138	158
1944	9	0	0	1880	147
1944	10	0	0	614	120
1944	11	102	25	2261	38
1944	12	305	102	1337	10
1945	1	254	444	2911	11
1945	2	457	1080	3101	12
1945	3	889	1015	2581	18
1945	4	940	1105	1989	39
1945	5	0	0	1143	105
1945	6	0	0	341	131
