DATE	MXSD	TSNW	TPCP	MNTM
20100101	51	25	1933	22
20100201	0	0	1111	30
20100301	127	293	1466	33
20100401	254	610	1295	39
20100501	127	177	2350	69
20100601	0	0	1628	103
20100701	0	0	119	155
20100801	0	0	77	158
20100901	0	0	1646	114
20101001	76	50	1012	80
20101101	533	1125	2544	7
20101201	330	672	2604	-5
20110101	432	495	2413	-4
20110201	1067	1651	2764	-13
20110301	1118	639	2644	14
20110401	559	850	1980	23
20110501	279	25	1307	63
20110601	0	0	1086	110
20110701	0	0	684	136
20110801	0	0	60	159
20110901	0	0	737	148
20111001	0	0	1928	71
20111101	406	752	3247	8
20111201	203	140	1876	-3
20120101	635	1238	1883	-12
20120201	635	745	2335	5
20120301	889	1108	1387	7
20120401	686	72	1780	55
20120501	0	38	1598	85
20120601	0	0	1604	105
20120701	0	0	454	160
20120801	0	0	16	179
20120901	0	0	100	148
20121001	51	76	2271	86
20121101	0	0	2495	35
20121201	914	1906	2786	-11
20130101	1422	989	2230	-16
20130201	1168	737	921	-4
20130301	1118	738	1564	12
20130401	914	483	2730	43
20130501	127	76	1284	96
